177.161.205.193|yandex|windows
223.208.41.161|yandex|linux
220.217.90.249|chrome|osx
43.171.172.124|chrome|windows
253.204.186.141|opera|osx
28.193.181.151|mozilla|freebsd
209.65.59.84|mozilla|osx
216.30.83.208|iceweacel|freebsd
204.147.109.243|iceweacel|windows
178.80.139.128|chrome|freebsd
168.236.127.130|iceweacel|unix
195.91.191.112|opera|osx
40.49.101.208|opera|osx
57.253.53.13|iceweacel|linux
187.121.39.131|mozilla|osx
66.202.234.86|opera|freebsd
177.58.246.225|mozilla|freebsd
69.47.28.53|iceweacel|windows
102.58.14.33|iceweacel|osx
219.44.11.142|chrome|osx
205.103.61.119|opera|windows
105.146.21.190|mozilla|windows
243.199.76.61|chrome|osx
160.232.103.158|iceweacel|freebsd
248.166.188.164|chrome|osx
8.191.7.98|yandex|osx
67.49.144.50|opera|unix
161.138.83.113|yandex|linux
242.71.58.177|iceweacel|windows
163.6.60.86|opera|freebsd
239.166.66.118|iceweacel|unix
169.249.225.204|opera|linux
225.121.201.30|iceweacel|linux
239.47.56.158|iceweacel|windows
51.70.69.172|opera|windows
63.163.235.37|mozilla|osx
52.147.185.13|opera|unix
105.182.94.241|mozilla|linux
204.89.136.112|mozilla|windows
163.196.114.146|mozilla|osx
176.191.173.16|chrome|osx
172.212.29.109|mozilla|linux
179.82.13.35|chrome|freebsd
67.82.75.222|iceweacel|linux
50.27.202.142|yandex|linux
59.173.211.4|iceweacel|windows
247.183.125.119|opera|windows
115.73.254.48|mozilla|freebsd
149.169.130.184|opera|osx
62.75.148.183|iceweacel|osx
153.121.9.202|mozilla|freebsd
10.59.82.96|yandex|osx
109.40.86.39|yandex|freebsd
85.183.230.123|chrome|linux
135.193.213.208|iceweacel|unix
99.220.225.140|chrome|unix
6.52.203.76|mozilla|freebsd
145.98.205.154|chrome|linux
180.75.254.103|mozilla|unix
203.197.29.178|chrome|unix
84.51.41.78|chrome|freebsd
204.99.129.177|iceweacel|freebsd
253.195.181.97|opera|freebsd
16.217.163.96|iceweacel|linux
16.109.194.172|chrome|linux
2.48.161.213|mozilla|freebsd
178.71.8.15|yandex|linux
146.208.200.20|chrome|osx
155.164.244.152|iceweacel|windows
28.106.185.192|chrome|freebsd
237.39.15.85|chrome|unix
26.126.214.163|chrome|freebsd
155.58.189.50|mozilla|osx
223.69.110.3|chrome|windows
113.106.170.220|opera|freebsd
173.168.4.11|yandex|unix
181.238.118.47|mozilla|osx
88.126.163.201|iceweacel|unix
112.142.49.72|opera|osx
19.91.237.141|chrome|windows
97.109.172.21|iceweacel|osx
50.80.212.27|chrome|freebsd
32.48.216.173|yandex|linux
136.58.252.215|iceweacel|unix
44.56.161.242|mozilla|linux
248.249.229.106|chrome|osx
126.28.161.31|yandex|linux
234.62.118.61|opera|linux
62.43.33.24|iceweacel|freebsd
213.33.124.115|chrome|unix
121.44.192.3|iceweacel|windows
224.217.181.81|opera|freebsd
247.176.89.144|mozilla|osx
187.109.224.235|chrome|osx
38.20.193.158|chrome|unix
109.168.211.51|mozilla|freebsd
248.241.43.211|chrome|windows
126.122.116.217|iceweacel|linux
195.45.65.164|chrome|osx
225.46.115.148|opera|unix
214.155.45.208|yandex|linux
185.224.9.161|opera|osx
166.116.17.120|yandex|linux
84.118.60.219|iceweacel|freebsd
23.240.31.16|opera|linux
249.215.127.103|yandex|freebsd
209.135.253.97|opera|linux
143.205.56.212|opera|windows
43.55.50.230|mozilla|linux
243.155.156.78|mozilla|osx
238.44.35.146|yandex|unix
42.143.81.99|yandex|freebsd
51.77.106.253|chrome|windows
76.239.175.238|yandex|freebsd
75.239.16.177|mozilla|freebsd
72.190.40.136|yandex|windows
58.9.25.187|iceweacel|unix
134.143.222.8|yandex|unix
134.31.5.9|yandex|windows
94.146.87.65|yandex|freebsd
41.232.131.233|opera|linux
19.45.148.137|opera|linux
31.84.209.110|opera|osx
183.134.59.69|opera|freebsd
55.150.139.47|mozilla|unix
58.116.116.110|mozilla|freebsd
63.236.127.212|opera|linux
195.124.182.177|opera|osx
123.31.172.211|chrome|unix
172.129.180.96|yandex|unix
56.228.123.246|iceweacel|freebsd
223.4.95.32|opera|freebsd
157.127.152.31|iceweacel|linux
90.144.243.122|chrome|osx
169.213.193.181|mozilla|windows
95.133.93.33|iceweacel|osx
153.43.62.25|opera|freebsd
137.94.81.196|opera|unix
248.221.82.238|opera|osx
106.148.25.112|opera|freebsd
152.6.207.74|chrome|freebsd
144.34.137.251|yandex|linux
87.116.18.48|yandex|osx
202.74.81.109|mozilla|linux
238.220.36.123|opera|freebsd
227.37.174.53|mozilla|linux
87.10.150.236|iceweacel|osx
230.2.116.142|iceweacel|osx
139.85.177.84|chrome|osx
35.175.46.222|mozilla|osx
96.57.147.186|yandex|linux
143.182.41.193|opera|unix
206.30.53.70|mozilla|linux
232.40.192.143|yandex|freebsd
46.110.103.171|chrome|windows
249.219.88.134|yandex|linux
132.136.88.159|opera|unix
75.105.105.15|mozilla|linux
127.153.172.223|yandex|osx
129.71.249.78|yandex|linux
60.184.114.235|opera|freebsd
62.8.80.180|iceweacel|freebsd
120.3.152.27|chrome|unix
84.25.96.21|mozilla|windows
87.134.129.151|iceweacel|osx
65.188.104.27|opera|linux
142.225.225.130|chrome|osx
115.212.114.124|chrome|windows
106.113.131.139|yandex|osx
194.244.186.108|yandex|freebsd
150.98.0.199|opera|osx
94.59.94.71|chrome|unix
167.228.200.247|yandex|windows
217.48.207.144|iceweacel|unix
245.218.158.199|iceweacel|unix
44.248.21.166|chrome|unix
75.121.202.185|chrome|linux
156.165.141.48|yandex|freebsd
165.67.135.146|yandex|linux
88.121.238.137|iceweacel|osx
143.149.177.21|iceweacel|osx
227.196.166.168|opera|osx
254.113.92.189|opera|freebsd
229.9.143.37|mozilla|windows
116.187.201.134|mozilla|unix
221.76.157.152|chrome|windows
254.176.38.18|mozilla|linux
167.172.119.104|mozilla|unix
151.16.3.24|opera|linux
46.17.183.33|iceweacel|unix
205.201.46.173|iceweacel|windows
144.92.111.8|yandex|windows
239.193.129.127|iceweacel|windows
150.72.54.195|chrome|windows
82.74.123.30|yandex|osx
240.254.183.79|iceweacel|windows
169.91.238.178|chrome|freebsd
81.112.17.41|opera|freebsd
201.64.54.103|yandex|windows
48.191.6.145|opera|linux
19.18.93.238|mozilla|osx
5.85.137.117|yandex|unix
251.95.239.165|mozilla|unix
57.152.240.155|mozilla|linux
59.27.38.98|mozilla|linux
252.201.70.216|mozilla|windows
39.162.117.215|chrome|osx
153.77.60.60|yandex|unix
191.46.36.34|yandex|freebsd
163.169.28.174|opera|windows
134.139.73.17|iceweacel|freebsd
119.40.123.139|chrome|osx
94.6.51.30|opera|osx
14.81.110.59|opera|osx
20.244.163.22|yandex|osx
177.183.119.142|chrome|osx
236.196.72.42|iceweacel|unix
113.196.190.178|iceweacel|unix
150.182.49.200|yandex|unix
167.128.141.85|yandex|unix
161.76.25.130|mozilla|unix
9.12.113.71|iceweacel|osx
201.240.105.112|mozilla|osx
131.214.37.14|yandex|freebsd
50.139.225.153|yandex|freebsd
161.139.239.241|chrome|linux
130.130.122.133|opera|freebsd
163.252.123.197|opera|linux
125.64.111.53|yandex|linux
3.197.90.145|chrome|linux
6.136.125.137|chrome|unix
75.10.16.100|chrome|windows
68.58.116.47|chrome|linux
55.110.150.15|opera|windows
95.113.152.164|mozilla|windows
247.193.23.124|chrome|linux
14.178.68.37|opera|linux
142.158.158.165|yandex|unix
199.116.215.46|yandex|unix
63.97.160.5|chrome|freebsd
132.117.241.137|yandex|windows
80.177.222.91|iceweacel|linux
133.170.2.158|mozilla|osx
62.201.0.42|iceweacel|osx
10.139.83.185|yandex|linux
118.213.221.96|mozilla|windows
139.98.250.238|yandex|freebsd
186.190.87.197|mozilla|freebsd
211.71.62.191|chrome|linux
82.111.217.51|yandex|osx
44.53.41.210|yandex|linux
170.112.111.110|chrome|freebsd
69.180.46.59|iceweacel|freebsd
39.179.85.53|chrome|linux
37.216.80.199|yandex|freebsd
84.176.200.65|mozilla|freebsd
45.211.95.77|opera|linux
96.167.224.142|opera|osx
70.221.5.187|chrome|osx
220.10.164.69|mozilla|windows
173.154.230.83|mozilla|windows
78.115.98.155|chrome|linux
17.80.159.54|mozilla|freebsd
91.125.112.125|iceweacel|freebsd
55.16.26.233|iceweacel|linux
230.195.162.134|opera|freebsd
147.139.200.80|mozilla|freebsd
35.1.29.248|yandex|osx
77.15.177.198|opera|freebsd
124.185.186.155|yandex|freebsd
3.154.196.179|chrome|unix
151.16.92.93|chrome|freebsd
50.65.175.19|mozilla|osx
41.132.143.66|mozilla|linux
204.117.79.30|mozilla|freebsd
14.79.140.237|chrome|unix
28.196.129.81|mozilla|osx
13.20.41.162|iceweacel|windows
181.166.134.194|yandex|windows
3.118.194.3|mozilla|unix
208.53.246.195|iceweacel|unix
199.183.228.153|mozilla|unix
73.101.169.171|chrome|freebsd
244.165.10.216|mozilla|linux
241.95.140.247|mozilla|windows
1.150.187.233|opera|unix
115.139.168.132|chrome|linux
16.86.50.77|mozilla|freebsd
1.126.46.226|yandex|windows
182.207.47.59|chrome|linux
27.36.163.87|opera|windows
24.247.130.49|mozilla|osx
159.124.33.73|opera|osx
117.61.124.105|yandex|linux
122.13.102.24|yandex|osx
213.63.56.71|opera|osx
33.208.53.253|yandex|osx
76.26.119.66|chrome|linux
125.167.171.250|opera|osx
216.37.73.249|iceweacel|windows
3.163.3.198|mozilla|unix
192.229.226.100|chrome|unix
113.80.214.16|mozilla|osx
80.147.202.43|mozilla|windows
48.199.61.107|yandex|freebsd
210.237.147.27|yandex|windows
152.249.28.126|chrome|osx
229.108.11.121|opera|freebsd
204.149.225.41|yandex|osx
169.184.43.27|iceweacel|freebsd
49.167.178.249|chrome|linux
121.97.41.22|opera|freebsd
165.229.175.39|mozilla|freebsd
108.178.87.91|mozilla|osx
231.217.169.34|opera|osx
191.136.53.11|yandex|osx
4.90.235.15|opera|windows
54.107.197.180|mozilla|unix
48.190.108.158|iceweacel|linux
80.140.192.209|opera|freebsd
168.123.185.252|iceweacel|freebsd
51.146.10.96|iceweacel|windows
114.164.84.114|mozilla|windows
57.249.164.92|iceweacel|osx
18.236.213.234|mozilla|osx
223.186.44.136|iceweacel|osx
196.201.134.73|chrome|linux
174.181.98.11|mozilla|unix
217.78.95.44|chrome|osx
252.216.57.121|chrome|osx
85.80.203.221|iceweacel|linux
183.219.71.37|mozilla|windows
80.229.159.120|yandex|osx
45.252.85.59|mozilla|linux
25.254.244.244|chrome|linux
105.197.67.113|yandex|windows
192.6.188.202|opera|unix
238.140.156.30|yandex|linux
33.91.74.120|chrome|windows
22.63.44.125|opera|freebsd
220.130.127.6|opera|linux
1.13.126.41|iceweacel|osx
241.191.116.149|mozilla|osx
93.129.129.221|iceweacel|windows
115.20.89.187|iceweacel|linux
36.12.193.240|mozilla|linux
2.188.66.162|yandex|osx
203.60.154.210|mozilla|osx
126.37.22.97|yandex|freebsd
58.104.102.131|chrome|unix
116.95.114.226|mozilla|unix
141.3.186.179|mozilla|unix
223.19.44.174|yandex|linux
101.62.34.117|chrome|freebsd
34.138.115.116|iceweacel|osx
101.68.166.230|opera|windows
193.55.27.70|mozilla|freebsd
203.232.43.206|iceweacel|freebsd
98.252.115.41|iceweacel|windows
138.69.6.238|mozilla|osx
233.154.121.62|yandex|windows
57.159.242.203|iceweacel|freebsd
98.19.82.63|yandex|linux
100.28.80.42|yandex|unix
232.200.182.167|opera|unix
240.26.73.58|iceweacel|windows
197.37.121.59|mozilla|linux
253.123.69.25|mozilla|freebsd
240.40.62.4|chrome|linux
234.230.50.82|mozilla|windows
152.239.162.211|yandex|linux
129.154.89.231|yandex|linux
98.163.163.148|chrome|linux
85.195.108.63|yandex|unix
4.73.212.111|mozilla|windows
105.1.149.129|yandex|linux
184.67.151.166|chrome|linux
192.63.91.190|opera|windows
144.3.175.223|yandex|freebsd
19.150.243.173|chrome|freebsd
52.237.234.99|chrome|linux
125.40.168.108|yandex|windows
28.252.160.39|yandex|freebsd
161.240.186.67|iceweacel|osx
123.161.104.76|yandex|unix
23.137.118.153|yandex|osx
9.211.133.121|iceweacel|windows
134.122.217.104|mozilla|unix
232.61.195.147|mozilla|freebsd
191.144.84.138|yandex|unix
56.235.157.233|chrome|windows
86.94.164.159|yandex|linux
22.30.165.146|mozilla|osx
9.34.176.213|opera|freebsd
78.208.11.108|mozilla|freebsd
172.54.152.132|opera|osx
203.101.39.179|mozilla|osx
183.245.42.42|opera|windows
12.110.0.34|yandex|freebsd
132.104.96.14|mozilla|windows
196.48.251.101|opera|freebsd
199.77.73.208|mozilla|osx
21.177.227.64|chrome|linux
59.5.199.41|chrome|windows
176.151.193.50|chrome|freebsd
229.18.136.237|chrome|osx
81.1.51.98|iceweacel|osx
246.58.183.81|yandex|osx
11.111.164.6|iceweacel|osx
117.241.189.48|yandex|windows
207.96.40.234|chrome|freebsd
167.15.127.197|chrome|osx
181.153.209.218|opera|osx
140.5.99.60|mozilla|windows
46.41.14.121|opera|unix
78.242.164.99|mozilla|windows
191.253.58.21|yandex|osx
140.250.226.128|iceweacel|unix
85.96.175.213|mozilla|unix
123.201.80.189|mozilla|unix
170.207.183.179|opera|osx
202.175.138.145|opera|unix
21.238.56.57|chrome|windows
120.43.54.64|iceweacel|unix
248.145.124.224|chrome|linux
53.52.125.185|iceweacel|freebsd
30.223.62.23|iceweacel|windows
143.99.44.98|yandex|windows
82.204.247.164|yandex|linux
38.176.142.48|yandex|windows
83.170.115.11|yandex|osx
216.92.69.205|yandex|windows
231.105.66.183|chrome|freebsd
71.169.236.42|yandex|freebsd
18.217.117.120|yandex|windows
153.47.208.90|iceweacel|freebsd
220.248.131.34|iceweacel|unix
164.173.2.85|chrome|windows
14.237.66.87|yandex|windows
111.130.194.23|yandex|windows
51.34.192.36|yandex|windows
133.196.71.197|chrome|windows
134.79.205.131|iceweacel|windows
10.215.241.141|mozilla|unix
228.71.235.63|iceweacel|osx
0.52.3.70|opera|windows
2.14.86.167|mozilla|unix
250.12.137.149|opera|osx
160.166.60.114|iceweacel|unix
184.23.73.65|iceweacel|unix
46.81.167.128|chrome|osx
41.76.194.87|iceweacel|linux
157.196.105.196|chrome|osx
169.86.138.76|yandex|windows
251.91.250.215|mozilla|unix
216.195.234.53|iceweacel|windows
155.153.52.4|chrome|windows
17.78.1.195|opera|linux
27.107.196.39|mozilla|osx
219.103.11.157|mozilla|freebsd
69.169.145.103|iceweacel|osx
176.99.227.201|yandex|freebsd
230.217.60.240|opera|freebsd
168.93.69.134|yandex|linux
137.3.4.191|chrome|windows
203.153.11.188|yandex|osx
253.145.6.208|opera|unix
111.159.195.191|iceweacel|windows
97.229.69.137|chrome|freebsd
219.56.215.93|mozilla|windows
167.196.244.189|mozilla|freebsd
147.160.118.93|iceweacel|unix
46.228.93.93|chrome|freebsd
143.22.220.231|yandex|unix
173.90.95.93|mozilla|unix
229.88.52.97|mozilla|windows
113.236.210.161|mozilla|freebsd
110.108.23.246|iceweacel|unix
86.104.102.213|iceweacel|windows
14.211.231.70|opera|osx
245.226.90.249|opera|freebsd
123.186.6.157|yandex|windows
88.154.204.222|opera|osx
97.217.114.90|mozilla|osx
49.190.149.248|iceweacel|linux
101.223.60.75|opera|linux
198.219.9.246|chrome|freebsd
24.225.120.158|iceweacel|osx
45.100.117.171|mozilla|freebsd
226.18.198.96|iceweacel|linux
43.40.132.143|mozilla|unix
46.235.167.129|chrome|freebsd
154.100.21.138|mozilla|osx
51.4.94.172|opera|linux
48.218.68.161|yandex|windows
242.170.127.93|iceweacel|unix
97.242.199.91|opera|unix
97.242.163.78|yandex|windows
32.104.114.203|opera|freebsd
21.1.128.239|iceweacel|windows
57.235.68.162|chrome|linux
5.101.176.73|iceweacel|freebsd
77.42.236.100|chrome|unix
10.82.198.121|mozilla|freebsd
175.236.70.135|yandex|linux
242.161.127.207|chrome|linux
5.252.243.31|chrome|linux
237.175.156.83|yandex|unix
190.126.167.111|yandex|windows
65.185.147.10|iceweacel|osx
97.175.25.150|opera|osx
226.29.89.229|opera|freebsd
0.25.88.70|yandex|freebsd
85.233.251.35|yandex|linux
47.221.22.3|chrome|osx
44.85.191.153|chrome|windows
251.44.192.228|opera|freebsd
206.23.110.138|opera|freebsd
151.62.184.67|chrome|linux
230.187.196.1|yandex|osx
248.34.36.19|opera|unix
56.157.210.170|mozilla|unix
9.52.57.123|mozilla|linux
80.6.68.212|yandex|osx
250.19.215.98|opera|windows
159.121.173.79|yandex|windows
185.45.149.134|mozilla|freebsd
113.34.73.11|mozilla|freebsd
216.136.115.100|iceweacel|windows
63.206.65.116|opera|windows
187.106.221.48|chrome|unix
25.0.26.240|chrome|unix
211.67.237.140|yandex|unix
82.152.216.11|iceweacel|windows
38.144.178.109|opera|unix
84.207.52.168|mozilla|unix
116.196.234.18|opera|freebsd
23.132.64.64|yandex|unix
94.77.29.182|yandex|osx
54.218.202.207|chrome|windows
36.220.144.82|yandex|osx
7.84.77.200|mozilla|osx
184.190.204.135|yandex|windows
43.212.165.75|yandex|freebsd
94.177.60.125|chrome|osx
90.7.221.81|mozilla|osx
162.62.184.49|chrome|osx
133.166.93.190|yandex|osx
170.134.174.136|yandex|windows
35.181.188.195|yandex|linux
0.63.235.199|opera|unix
223.72.128.194|mozilla|linux
150.212.242.84|chrome|windows
199.146.43.42|iceweacel|linux
56.32.249.86|mozilla|windows
45.46.7.18|chrome|linux
74.25.173.19|opera|osx
88.119.178.176|mozilla|windows
168.248.108.178|yandex|freebsd
87.237.119.61|mozilla|osx
149.214.157.67|yandex|windows
76.74.148.96|chrome|windows
51.44.116.152|mozilla|linux
240.2.108.203|chrome|unix
55.36.121.132|iceweacel|unix
181.16.113.123|opera|freebsd
109.226.147.168|opera|linux
236.117.201.87|yandex|osx
206.119.9.48|iceweacel|osx
184.254.35.22|yandex|windows
251.62.219.206|opera|linux
44.184.25.73|chrome|unix
223.10.35.81|opera|linux
19.202.77.217|chrome|linux
117.234.129.99|yandex|osx
64.112.180.103|opera|windows
200.179.92.126|opera|linux
141.181.190.174|yandex|unix
13.214.208.208|yandex|freebsd
85.125.135.73|opera|unix
100.141.254.0|iceweacel|windows
97.85.197.146|iceweacel|unix
44.34.225.107|chrome|osx
210.74.150.118|opera|freebsd
181.23.110.59|opera|freebsd
135.49.16.178|yandex|linux
29.172.47.241|yandex|freebsd
229.206.190.215|opera|unix
19.13.153.153|yandex|windows
115.180.41.159|yandex|linux
179.209.93.218|yandex|linux
0.118.36.18|iceweacel|windows
22.169.159.96|opera|unix
89.104.169.134|chrome|windows
147.247.210.21|mozilla|windows
160.211.88.100|yandex|unix
236.244.86.228|yandex|windows
133.161.43.113|chrome|freebsd
40.104.119.124|chrome|windows
192.216.219.1|opera|windows
154.12.50.150|mozilla|windows
44.39.150.119|yandex|windows
86.132.228.215|chrome|osx
67.152.31.233|mozilla|freebsd
107.94.137.31|yandex|freebsd
207.97.32.238|mozilla|linux
73.6.203.224|chrome|freebsd
155.244.21.119|opera|freebsd
248.12.115.149|yandex|windows
215.212.171.5|iceweacel|osx
11.243.76.190|opera|osx
41.24.52.127|iceweacel|freebsd
28.89.141.136|iceweacel|osx
197.209.103.240|iceweacel|freebsd
81.184.167.141|yandex|freebsd
38.203.101.115|yandex|freebsd
155.241.129.64|yandex|windows
83.68.111.38|chrome|windows
11.197.169.252|mozilla|osx
14.110.219.44|chrome|freebsd
236.77.230.86|chrome|windows
164.26.214.50|yandex|freebsd
168.191.59.129|chrome|freebsd
249.79.45.236|mozilla|unix
35.157.152.174|opera|linux
242.81.81.44|mozilla|freebsd
48.146.187.230|opera|linux
109.238.229.91|yandex|unix
251.169.24.104|opera|windows
56.152.34.169|chrome|linux
136.200.26.68|mozilla|windows
86.158.21.10|iceweacel|osx
157.195.62.91|mozilla|freebsd
59.178.235.29|mozilla|freebsd
146.111.60.229|chrome|windows
61.142.3.52|iceweacel|windows
168.154.217.155|opera|windows
219.222.72.24|yandex|windows
11.65.4.83|opera|freebsd
54.211.180.241|opera|linux
197.123.59.214|chrome|unix
240.160.26.239|opera|unix
50.76.242.133|opera|windows
43.162.97.126|chrome|windows
70.116.202.146|iceweacel|linux
101.88.193.73|mozilla|unix
65.139.208.3|mozilla|unix
107.179.96.69|iceweacel|windows
164.96.21.135|yandex|linux
160.139.13.93|chrome|windows
58.34.238.249|yandex|osx
117.35.44.210|iceweacel|osx
178.127.254.135|yandex|freebsd
18.159.227.104|opera|windows
124.79.70.51|yandex|windows
76.70.62.93|chrome|freebsd
238.76.140.42|opera|linux
196.147.174.94|chrome|unix
245.112.187.104|yandex|linux
83.174.108.13|mozilla|windows
127.132.205.41|opera|unix
111.3.29.90|iceweacel|unix
180.75.181.200|mozilla|windows
175.15.197.212|yandex|linux
27.53.57.218|opera|unix
132.128.204.167|mozilla|osx
66.34.244.19|iceweacel|unix
109.176.15.248|yandex|unix
57.100.115.250|opera|unix
151.142.122.112|mozilla|linux
131.194.193.235|yandex|osx
58.137.53.200|opera|freebsd
42.190.13.173|yandex|linux
74.248.67.125|mozilla|linux
162.134.12.211|opera|unix
133.38.13.251|chrome|windows
236.67.43.50|opera|osx
51.13.123.243|mozilla|windows
73.90.52.147|opera|unix
105.0.210.13|yandex|windows
